"","Taxon","State"
"Usnea_sphacelata","Usnea_sphacelata","Absent"
"Usnea_steineri","Usnea_steineri","Absent"
"Usnea_strigosa","Usnea_strigosa","Absent"
"Usnea_subantarctica","Usnea_subantarctica","Absent"
"Usnea_subcapillaris","Usnea_subcapillaris","Absent"
"Usnea_subcornuta","Usnea_subcornuta","Absent"
"Usnea_subdasaea","Usnea_subdasaea","Absent"
"Usnea_subfloridana","Usnea_subfloridana","Absent"
"Usnea_subrubicunda","Usnea_subrubicunda","Absent"
"Usnea_substerilis","Usnea_substerilis","Absent"
"Usnea_trachycarpa","Usnea_trachycarpa","Absent"
"Usnea_trichodeoides","Usnea_trichodeoides","Absent"
"Usnea_ushuaiensis","Usnea_ushuaiensis","Absent"
"Usnea_wasmuthii","Usnea_wasmuthii","Absent"
"Bacidia_trachona","Bacidia_trachona","Absent"
"Bapalmuia_palmularis","Bapalmuia_palmularis","Absent"
"Byssolecania_variabilis","Byssolecania_variabilis","Absent"
"Byssoloma_leucoblepharum","Byssoloma_leucoblepharum","Absent"
"Byssoloma_marginatum","Byssoloma_marginatum","Absent"
"Byssoloma_meadii","Byssoloma_meadii","Absent"
"Byssoloma_subdiscordans","Byssoloma_subdiscordans","Absent"
"Calopadia_foliicola","Calopadia_foliicola","Absent"
"Calopadia_lecanorella","Calopadia_lecanorella","Absent"
"Calopadia_subcoerulescens","Calopadia_subcoerulescens","Absent"
"Catillaria_contristans","Catillaria_contristans","Absent"
"Fellhanera_bouteillei","Fellhanera_bouteillei","Absent"
"Fellhanera_subtilis","Fellhanera_subtilis","Absent"
"Fellhanera_viridisorediata","Fellhanera_viridisorediata","Absent"
"Fellhaneropsis_myrtillicola","Fellhaneropsis_myrtillicola","Absent"
"Fellhaneropsis_vezdae","Fellhaneropsis_vezdae","Absent"
"Lasioloma_arachnoideum","Lasioloma_arachnoideum","Absent"
"Micarea_adnata","Micarea_adnata","Absent"
"Micarea_alabastrites","Micarea_alabastrites","Absent"
"Micarea_assimilata","Micarea_assimilata","Present"
"Micarea_botryoides","Micarea_botryoides","Absent"
"Micarea_byssacea","Micarea_byssacea","Absent"
"Micarea_cinerea","Micarea_cinerea","Absent"
"Micarea_clavopycnidiata","Micarea_clavopycnidiata","Absent"
"Micarea_coppinsii","Micarea_coppinsii","Absent"
"Micarea_deminuta","Micarea_deminuta","Absent"
"Micarea_denigrata","Micarea_denigrata","Absent"
"Micarea_doliiformis","Micarea_doliiformis","Absent"
"Micarea_elachista","Micarea_elachista","Absent"
"Micarea_erratica","Micarea_erratica","Absent"
"Micarea_eximia","Micarea_eximia","Absent"
"Micarea_flagellispora","Micarea_flagellispora","Present"
"Micarea_hedlundii","Micarea_hedlundii","Absent"
"Micarea_lapillicola","Micarea_lapillicola","Absent"
"Micarea_leprosula","Micarea_leprosula","Absent"
"Micarea_lignaria","Micarea_lignaria","Absent"
"Micarea_lithinella","Micarea_lithinella","Absent"
"Micarea_lynceola","Micarea_lynceola","Absent"
"Micarea_magellanica","Micarea_magellanica","Absent"
"Micarea_marginata","Micarea_marginata","Absent"
"Micarea_melaena","Micarea_melaena","Absent"
"Micarea_micrococca","Micarea_micrococca","Absent"
"Micarea_misella","Micarea_misella","Absent"
"Micarea_myriocarpa","Micarea_myriocarpa","Absent"
"Micarea_nigella","Micarea_nigella","Absent"
"Micarea_nitschkeana","Micarea_nitschkeana","Absent"
"Micarea_nowakii","Micarea_nowakii","Absent"
"Micarea_paratropa","Micarea_paratropa","Absent"
"Micarea_peliocarpa","Micarea_peliocarpa","Absent"
"Micarea_prasina","Micarea_prasina","Absent"
"Micarea_prasinella","Micarea_prasinella","Present"
"Micarea_pycnidiophora","Micarea_pycnidiophora","Absent"
"Micarea_stipitata","Micarea_stipitata","Absent"
"Micarea_subnigrata","Micarea_subnigrata","Absent"
"Micarea_subviridescens","Micarea_subviridescens","Absent"
"Micarea_synotheoides","Micarea_synotheoides","Absent"
"Micarea_tomentosa","Micarea_tomentosa","Absent"
"Micarea_turfosa","Micarea_turfosa","Absent"
"Micarea_viridileprosa","Micarea_viridileprosa","Absent"
"Micarea_xanthonica","Micarea_xanthonica","Absent"
"Nelsenium_usnicum","Nelsenium_usnicum","Absent"
"Schadonia_fecunda","Schadonia_fecunda","Absent"
"Sporopodium_antoninianum","Sporopodium_antoninianum","Absent"
"Szczawinskia_leucopoda","Szczawinskia_leucopoda","Absent"
"Szczawinskia_tsugae","Szczawinskia_tsugae","Absent"
"Protomicarea_limosa","Protomicarea_limosa","Absent"
"Protoparmelia_atriseda","Protoparmelia_atriseda","Absent"
"Protoparmelia_cupreobadia","Protoparmelia_cupreobadia","Absent"
"Protoparmelia_phaeonesos","Protoparmelia_phaeonesos","Absent"
"Psilolechia_clavulifera","Psilolechia_clavulifera","Absent"
"Psilolechia_leprosa","Psilolechia_leprosa","Absent"
"Psilolechia_lucida","Psilolechia_lucida","Absent"
"Micarea_bauschiana","Micarea_bauschiana","Absent"
"Micarea_lutulata","Micarea_lutulata","Absent"
"Micarea_sylvicola","Micarea_sylvicola","Absent"
"Micarea_tuberculata","Micarea_tuberculata","Absent"
"Protoblastenia_aurata","Protoblastenia_aurata","Absent"
"Protoblastenia_calva","Protoblastenia_calva","Absent"
"Protoblastenia_calvella","Protoblastenia_calvella","Absent"
"Protoblastenia_cyclospora","Protoblastenia_cyclospora","Absent"
"Protoblastenia_incrustans","Protoblastenia_incrustans","Absent"
"Protoblastenia_laeta","Protoblastenia_laeta","Absent"
"Protoblastenia_lilacina","Protoblastenia_lilacina","Absent"
"Protoblastenia_rupestris","Protoblastenia_rupestris","Absent"
"Protoblastenia_siebenhaariana","Protoblastenia_siebenhaariana","Absent"
"Protoblastenia_terricola","Protoblastenia_terricola","Absent"
"Psora_brunneocarpa","Psora_brunneocarpa","Absent"
"Psora_californica","Psora_californica","Absent"
"Psora_cerebriformis","Psora_cerebriformis","Absent"
"Psora_crenata","Psora_crenata","Absent"
"Psora_decipiens","Psora_decipiens","Absent"
"Psora_globifera","Psora_globifera","Absent"
"Psora_himalayana","Psora_himalayana","Absent"
"Psora_hyporubescens","Psora_hyporubescens","Absent"
"Psora_indigirkae","Psora_indigirkae","Absent"
"Psora_nipponica","Psora_nipponica","Absent"
"Psora_nitida","Psora_nitida","Absent"
"Psora_pacifica","Psora_pacifica","Absent"
"Psora_peninsularis","Psora_peninsularis","Absent"
"Psora_pruinosa","Psora_pruinosa","Absent"
"Psora_rubiformis","Psora_rubiformis","Absent"
"Psora_russellii","Psora_russellii","Absent"
"Psora_tenuifolia","Psora_tenuifolia","Absent"
"Psora_testacea","Psora_testacea","Absent"
"Psora_tuckermanii","Psora_tuckermanii","Absent"
"Psora_vallesiaca","Psora_vallesiaca","Absent"
"Psorula_rufonigra","Psorula_rufonigra","Absent"
"Puttea_margaritella","Puttea_margaritella","Absent"
"Arthrosporum_populorum","Arthrosporum_populorum","Absent"
"Bacidia_absistens","Bacidia_absistens","Absent"
"Bacidia_arceutina","Bacidia_arceutina","Absent"
"Bacidia_auerswaldii","Bacidia_auerswaldii","Absent"
"Bacidia_bagliettoana","Bacidia_bagliettoana","Absent"
"Bacidia_biatorina","Bacidia_biatorina","Absent"
"Bacidia_caligans","Bacidia_caligans","Absent"
"Bacidia_circumspecta","Bacidia_circumspecta","Absent"
"Bacidia_diffracta","Bacidia_diffracta","Absent"
"Bacidia_fraxinea","Bacidia_fraxinea","Absent"
"Bacidia_fuscoviridis","Bacidia_fuscoviridis","Absent"
"Bacidia_hemipolia","Bacidia_hemipolia","Absent"
"Bacidia_hostheleoides","Bacidia_hostheleoides","Absent"
"Bacidia_lutescens","Bacidia_lutescens","Absent"
"Bacidia_medialis","Bacidia_medialis","Absent"
"Bacidia_polychroa","Bacidia_polychroa","Absent"
"Bacidia_rosella","Bacidia_rosella","Absent"
"Bacidia_rubella","Bacidia_rubella","Absent"
"Bacidia_schweinitzii","Bacidia_schweinitzii","Absent"
"Bacidia_scopulicola","Bacidia_scopulicola","Absent"
"Bacidia_sipmanii","Bacidia_sipmanii","Absent"
"Bacidia_subincompta","Bacidia_subincompta","Absent"
"Bacidia_suffusa","Bacidia_suffusa","Absent"
"Bacidia_vermifera","Bacidia_vermifera","Absent"
"Bacidina_adastra","Bacidina_adastra","Absent"
"Bacidina_arnoldiana","Bacidina_arnoldiana","Absent"
"Bacidina_chloroticula","Bacidina_chloroticula","Absent"
"Bacidina_delicata","Bacidina_delicata","Absent"
"Bacidina_egenula","Bacidina_egenula","Absent"
"Bacidina_flavoleprosa","Bacidina_flavoleprosa","Absent"
"Bacidina_neosquamulosa","Bacidina_neosquamulosa","Absent"
"Bacidina_phacodes","Bacidina_phacodes","Absent"
"Bacidina_ramea","Bacidina_ramea","Absent"
"Bacidina_sulphurella","Bacidina_sulphurella","Absent"
"Biatora_beckhausii","Biatora_beckhausii","Absent"
"Biatora_britannica","Biatora_britannica","Absent"
"Biatora_carneoalbida","Biatora_carneoalbida","Absent"
"Biatora_chrysantha","Biatora_chrysantha","Absent"
"Biatora_efflorescens","Biatora_efflorescens","Absent"
"Biatora_fallax","Biatora_fallax","Absent"
"Biatora_globulosa","Biatora_globulosa","Absent"
"Biatora_helvola","Biatora_helvola","Absent"
"Biatora_hertelii","Biatora_hertelii","Absent"
"Biatora_hypophaea","Biatora_hypophaea","Absent"
"Biatora_ligni_mollis","Biatora_ligni_mollis","Absent"
"Biatora_meiocarpa","Biatora_meiocarpa","Absent"
"Biatora_ocelliformis","Biatora_ocelliformis","Absent"
"Biatora_pallens","Biatora_pallens","Absent"
"Biatora_pseudohelvola","Biatora_pseudohelvola","Absent"
"Biatora_sphaeroides","Biatora_sphaeroides","Absent"
"Biatora_sphaeroidiza","Biatora_sphaeroidiza","Absent"
"Biatora_subduplex","Biatora_subduplex","Absent"
"Biatora_toensbergii","Biatora_toensbergii","Absent"
"Biatora_vernalis","Biatora_vernalis","Absent"
"Biatora_veteranorum","Biatora_veteranorum","Absent"
"Bilimbia_lobulata","Bilimbia_lobulata","Absent"
"Bilimbia_microcarpa","Bilimbia_microcarpa","Absent"
"Bilimbia_sabuletorum","Bilimbia_sabuletorum","Absent"
"Catillaria_corymbosa","Catillaria_corymbosa","Absent"
"Catillaria_scotinodes","Catillaria_scotinodes","Absent"
"Cliostomum_corrugatum","Cliostomum_corrugatum","Absent"
"Cliostomum_griffithii","Cliostomum_griffithii","Absent"
"Cliostomum_tenerum","Cliostomum_tenerum","Absent"
"Crocynia_gossypina","Crocynia_gossypina","Absent"
"Crocynia_pyxinoides","Crocynia_pyxinoides","Absent"
"Lecania_aipospila","Lecania_aipospila","Absent"
"Lecania_atrynoides","Lecania_atrynoides","Absent"
"Lecania_baeomma","Lecania_baeomma","Absent"
"Lecania_chlorotiza","Lecania_chlorotiza","Absent"
"Lecania_croatica","Lecania_croatica","Absent"
"Lecania_cyrtella","Lecania_cyrtella","Absent"
"Lecania_cyrtellina","Lecania_cyrtellina","Absent"
"Lecania_dubitans","Lecania_dubitans","Absent"
"Lecania_erysibe","Lecania_erysibe","Absent"
"Lecania_falcata","Lecania_falcata","Absent"
"Lecania_furfuracea","Lecania_furfuracea","Absent"
"Lecania_fuscella","Lecania_fuscella","Absent"
"Lecania_gerlachei","Lecania_gerlachei","Absent"
"Lecania_glauca","Lecania_glauca","Absent"
"Lecania_hutchinsiae","Lecania_hutchinsiae","Absent"
"Lecania_inundata","Lecania_inundata","Absent"
"Lecania_leprosa","Lecania_leprosa","Absent"
"Lecania_naegelii","Lecania_naegelii","Absent"
"Lecania_nylanderiana","Lecania_nylanderiana","Absent"
"Lecania_prasinoides","Lecania_prasinoides","Absent"
"Lecania_proteiformis","Lecania_proteiformis","Absent"
"Lecania_rabenhorstii","Lecania_rabenhorstii","Absent"
"Lecania_racovitzae","Lecania_racovitzae","Absent"
"Lecania_sambucina","Lecania_sambucina","Absent"
"Lecania_sylvestris","Lecania_sylvestris","Absent"
"Lecania_turicensis","Lecania_turicensis","Absent"
"Lecidea_sphaerella","Lecidea_sphaerella","Absent"
"Lopezaria_versicolor","Lopezaria_versicolor","Absent"
"Megalaria_grossa","Megalaria_grossa","Absent"
"Megalaria_laureri","Megalaria_laureri","Absent"
"Megalaria_pulverea","Megalaria_pulverea","Absent"
"Mycobilimbia_epixanthoides","Mycobilimbia_epixanthoides","Absent"
"Mycobilimbia_fissuriseda","Mycobilimbia_fissuriseda","Absent"
"Mycobilimbia_pilularis","Mycobilimbia_pilularis","Absent"
"Mycobilimbia_tetramera","Mycobilimbia_tetramera","Absent"
"Niebla_cephalota","Niebla_cephalota","Absent"
"Niebla_ceruchis","Niebla_ceruchis","Absent"
"Niebla_combeoides","Niebla_combeoides","Absent"
"Niebla_homalea","Niebla_homalea","Absent"
"Niebla_laevigata","Niebla_laevigata","Absent"
"Niebla_procera","Niebla_procera","Absent"
"Niebla_robusta","Niebla_robusta","Absent"
"Ramalina_almquistii","Ramalina_almquistii","Absent"
"Ramalina_americana","Ramalina_americana","Absent"
"Ramalina_arabum","Ramalina_arabum","Absent"
"Ramalina_aspera","Ramalina_aspera","Absent"
"Ramalina_azorica","Ramalina_azorica","Absent"
"Ramalina_bourgaeana","Ramalina_bourgaeana","Absent"
"Ramalina_breviuscula","Ramalina_breviuscula","Absent"
"Ramalina_calicaris","Ramalina_calicaris","Absent"
"Ramalina_canariensis","Ramalina_canariensis","Absent"
"Ramalina_capitata","Ramalina_capitata","Absent"
"Ramalina_celastri","Ramalina_celastri","Absent"
"Ramalina_chondrina","Ramalina_chondrina","Absent"
"Ramalina_complanata","Ramalina_complanata","Absent"
"Ramalina_conduplicans","Ramalina_conduplicans","Absent"
"Ramalina_confirmata","Ramalina_confirmata","Absent"
"Ramalina_cribrosa","Ramalina_cribrosa","Absent"
"Ramalina_crispatula","Ramalina_crispatula","Absent"
"Ramalina_culbersoniorum","Ramalina_culbersoniorum","Absent"
"Ramalina_cupularis","Ramalina_cupularis","Absent"
"Ramalina_decipiens","Ramalina_decipiens","Absent"
"Ramalina_digitellata","Ramalina_digitellata","Absent"
"Ramalina_erosa","Ramalina_erosa","Absent"
"Ramalina_exilis","Ramalina_exilis","Absent"
"Ramalina_farinacea","Ramalina_farinacea","Absent"
"Ramalina_fastigiata","Ramalina_fastigiata","Absent"
"Ramalina_fraxinea","Ramalina_fraxinea","Absent"
"Ramalina_geniculata","Ramalina_geniculata","Absent"
"Ramalina_glaucescens","Ramalina_glaucescens","Absent"
"Ramalina_hamulosa","Ramalina_hamulosa","Absent"
"Ramalina_hierrensis","Ramalina_hierrensis","Absent"
"Ramalina_huei","Ramalina_huei","Absent"
"Ramalina_implectens","Ramalina_implectens","Absent"
"Ramalina_intermedia","Ramalina_intermedia","Absent"
"Ramalina_lacera","Ramalina_lacera","Absent"
"Ramalina_leiodea","Ramalina_leiodea","Absent"
"Ramalina_leptocarpha","Ramalina_leptocarpha","Absent"
"Ramalina_litoralis","Ramalina_litoralis","Absent"
"Ramalina_maciformis","Ramalina_maciformis","Absent"
"Ramalina_maderensis","Ramalina_maderensis","Absent"
"Ramalina_menziesii","Ramalina_menziesii","Absent"
"Ramalina_minuscula","Ramalina_minuscula","Absent"
"Ramalina_mollis","Ramalina_mollis","Absent"
"Ramalina_montagnei","Ramalina_montagnei","Absent"
"Ramalina_nodosa","Ramalina_nodosa","Absent"
"Ramalina_obtusata","Ramalina_obtusata","Absent"
"Ramalina_pacifica","Ramalina_pacifica","Absent"
"Ramalina_paludosa","Ramalina_paludosa","Absent"
"Ramalina_panizzei","Ramalina_panizzei","Absent"
"Ramalina_pertusa","Ramalina_pertusa","Absent"
"Ramalina_peruviana","Ramalina_peruviana","Absent"
"Ramalina_pitardii","Ramalina_pitardii","Absent"
"Ramalina_pluviariae","Ramalina_pluviariae","Absent"
"Ramalina_pollinaria","Ramalina_pollinaria","Absent"
"Ramalina_polymorpha","Ramalina_polymorpha","Absent"
"Ramalina_portosantana","Ramalina_portosantana","Absent"
"Ramalina_portuensis","Ramalina_portuensis","Absent"
"Ramalina_pusilla","Ramalina_pusilla","Absent"
"Ramalina_requienii","Ramalina_requienii","Absent"
"Ramalina_roesleri","Ramalina_roesleri","Absent"
"Ramalina_rosacea","Ramalina_rosacea","Absent"
"Ramalina_rubrotincta","Ramalina_rubrotincta","Absent"
"Ramalina_sekika","Ramalina_sekika","Absent"
"Ramalina_siliquosa","Ramalina_siliquosa","Absent"
"Ramalina_sinensis","Ramalina_sinensis","Absent"
"Ramalina_stevensiae","Ramalina_stevensiae","Absent"
"Ramalina_subbreviuscula","Ramalina_subbreviuscula","Absent"
"Ramalina_subfarinacea","Ramalina_subfarinacea","Absent"
"Ramalina_subgeniculata","Ramalina_subgeniculata","Absent"
"Ramalina_subpusilla","Ramalina_subpusilla","Absent"
"Ramalina_subwebbiana","Ramalina_subwebbiana","Absent"
"Ramalina_terebrata","Ramalina_terebrata","Absent"
"Ramalina_tortuosa","Ramalina_tortuosa","Absent"
"Ramalina_webbii","Ramalina_webbii","Absent"
"Ramalina_wirthii","Ramalina_wirthii","Absent"
"Ramalina_yasudae","Ramalina_yasudae","Absent"
"Ramalinopsis_mannii","Ramalinopsis_mannii","Absent"
"Rolfidium_coccocarpioides","Rolfidium_coccocarpioides","Absent"
"Scutula_krempelhuberi","Scutula_krempelhuberi","Absent"
"Scutula_miliaris","Scutula_miliaris","Present"
"Thamnolecania_brialmontii","Thamnolecania_brialmontii","Absent"
"Toninia_alutacea","Toninia_alutacea","Absent"
"Toninia_aromatica","Toninia_aromatica","Absent"
"Toninia_candida","Toninia_candida","Absent"
"Toninia_cinereovirens","Toninia_cinereovirens","Absent"
"Toninia_coelestina","Toninia_coelestina","Absent"
"Toninia_lutosa","Toninia_lutosa","Absent"
"Toninia_nordlandica","Toninia_nordlandica","Absent"
"Toninia_opuntioides","Toninia_opuntioides","Absent"
"Toninia_pennina","Toninia_pennina","Absent"
"Toninia_philippea","Toninia_philippea","Absent"
"Toninia_plumbina","Toninia_plumbina","Present"
"Toninia_rosulata","Toninia_rosulata","Absent"
"Toninia_ruginosa","Toninia_ruginosa","Absent"
"Toninia_sculpturata","Toninia_sculpturata","Absent"
"Toninia_sedifolia","Toninia_sedifolia","Absent"
"Toninia_squalida","Toninia_squalida","Absent"
"Toninia_talparum","Toninia_talparum","Absent"
"Toninia_taurica","Toninia_taurica","Absent"
"Toninia_toniniana","Toninia_toniniana","Absent"
"Toninia_verrucarioides","Toninia_verrucarioides","Absent"
"Trichoramalina_crinita","Trichoramalina_crinita","Absent"
"Trichoramalina_melanothrix","Trichoramalina_melanothrix","Absent"
"Tylothallia_biformigera","Tylothallia_biformigera","Absent"
"Waynea_californica","Waynea_californica","Absent"
"Lecidea_haematites","Lecidea_haematites","Absent"
"Pyrrhospora_arandensis","Pyrrhospora_arandensis","Absent"
"Pyrrhospora_laeta","Pyrrhospora_laeta","Absent"
"Pyrrhospora_petraeoides","Pyrrhospora_petraeoides","Absent"
"Pyrrhospora_russula","Pyrrhospora_russula","Absent"
"Pyrrhospora_sanguinolenta","Pyrrhospora_sanguinolenta","Absent"
"Ramboldia_brunneocarpa","Ramboldia_brunneocarpa","Absent"
"Ramboldia_stuartii","Ramboldia_stuartii","Absent"
"Scoliciosporum_chlorococcum","Scoliciosporum_chlorococcum","Absent"
"Scoliciosporum_intrusum","Scoliciosporum_intrusum","Absent"
"Scoliciosporum_umbrinum","Scoliciosporum_umbrinum","Absent"
"Austropeltum_glareosum","Austropeltum_glareosum","Absent"
"Bunodophoron_australe","Bunodophoron_australe","Absent"
"Bunodophoron_melanocarpum","Bunodophoron_melanocarpum","Absent"
"Bunodophoron_scrobiculatum","Bunodophoron_scrobiculatum","Absent"
"Leifidium_tenerum","Leifidium_tenerum","Absent"
"Neophyllis_melacarpa","Neophyllis_melacarpa","Absent"
"Sphaerophorus_fragilis","Sphaerophorus_fragilis","Absent"
"Sphaerophorus_globosus","Sphaerophorus_globosus","Absent"
"Sphaerophorus_stereocauloides","Sphaerophorus_stereocauloides","Present"
"Herteliana_taylorii","Herteliana_taylorii","Absent"
"Squamarina_cartilaginea","Squamarina_cartilaginea","Absent"
"Squamarina_gypsacea","Squamarina_gypsacea","Absent"
"Squamarina_lentigera","Squamarina_lentigera","Absent"
"Lepraria_atlantica","Lepraria_atlantica","Absent"
"Lepraria_atrotomentosa","Lepraria_atrotomentosa","Absent"
"Lepraria_bergensis","Lepraria_bergensis","Absent"
"Lepraria_borealis","Lepraria_borealis","Absent"
"Lepraria_cacuminum","Lepraria_cacuminum","Absent"
"Lepraria_caesiella","Lepraria_caesiella","Absent"
"Lepraria_caesioalba","Lepraria_caesioalba","Absent"
"Lepraria_celata","Lepraria_celata","Absent"
"Lepraria_crassissima","Lepraria_crassissima","Absent"
"Lepraria_cryophila","Lepraria_cryophila","Absent"
"Lepraria_diffusa","Lepraria_diffusa","Absent"
"Lepraria_eburnea","Lepraria_eburnea","Absent"
"Lepraria_elobata","Lepraria_elobata","Absent"
"Lepraria_finkii","Lepraria_finkii","Absent"
"Lepraria_friabilis","Lepraria_friabilis","Absent"
"Lepraria_granulata","Lepraria_granulata","Absent"
"Lepraria_harrisiana","Lepraria_harrisiana","Absent"
"Lepraria_hodkinsoniana","Lepraria_hodkinsoniana","Absent"
"Lepraria_humida","Lepraria_humida","Absent"
"Lepraria_incana","Lepraria_incana","Absent"
"Lepraria_isidiata","Lepraria_isidiata","Absent"
"Lepraria_jackii","Lepraria_jackii","Absent"
"Lepraria_lanata","Lepraria_lanata","Absent"
"Lepraria_larrainiana","Lepraria_larrainiana","Absent"
"Lepraria_leprolomopsis","Lepraria_leprolomopsis","Absent"
"Lepraria_lobificans","Lepraria_lobificans","Absent"
"Lepraria_membranacea","Lepraria_membranacea","Absent"
"Lepraria_neglecta","Lepraria_neglecta","Absent"
"Lepraria_nivalis","Lepraria_nivalis","Absent"
"Lepraria_normandinoides","Lepraria_normandinoides","Absent"
"Lepraria_nylanderiana","Lepraria_nylanderiana","Absent"
"Lepraria_oxybapha","Lepraria_oxybapha","Absent"
